          ID   lat_alloc   lon_alloc  area_alloc     lat_ori     lon_ori loc_km_diff      ix      ix
        6062      34.335     132.901      76.366      34.335     132.901       0.054    9289   11279
        6063      34.453     133.213      54.915      34.454     133.213       0.061    9514   11194
        6064      34.448     133.158      17.684      34.448     133.158       0.035    9474   11198
        6065      34.463     133.249      27.661      34.463     133.249       0.035    9540   11187
        6066      34.390     133.317      21.041      34.390     133.318       0.074    9589   11240
        6067      34.409     133.098      24.468      34.409     133.098       0.009    9431   11226
        6068      34.455     133.265       6.537      34.455     133.264       0.056    9551   11193
        6069      34.402     133.070       8.776      34.402     133.070       0.016    9411   11231
        6070      34.328     132.817      21.432      34.329     132.818       0.082    9229   11284
        6071      34.315     132.785      15.239      34.314     132.786       0.084    9206   11294
        6072      34.228     132.177     322.547      34.228     132.177       0.053    8768   11356
        6073      34.212     132.197     329.962      34.211     132.196       0.102    8782   11368
        6074      34.210     132.242     343.688      34.208     132.242       0.270    8815   11369
        6075      34.285     132.140     143.882      34.286     132.139       0.084    8741   11315
        6076      34.274     132.134     257.881      34.275     132.134       0.078    8737   11323
        6077      34.228     132.198     327.041      34.229     132.198       0.059    8783   11356
        6078      34.223     132.126       5.954      34.223     132.125       0.065    8731   11360
        6079      34.190     131.653     201.170      34.189     131.654       0.082    8391   11384
        6080      34.180     131.645       2.472      34.180     131.644       0.106    8385   11391
        6081      34.105     131.595     400.405      34.104     131.595       0.096    8349   11445
        6082      34.065     131.558     422.980      34.064     131.558       0.073    8322   11474
        6083      34.037     131.501     444.412      34.036     131.500       0.110    8281   11494
        6084      34.234     131.662     149.568      34.234     131.662       0.018    8397   11352
        6085      34.199     131.776      22.286      34.199     131.776       0.044    8479   11377
        6086      34.148     131.735      78.570      34.148     131.736       0.054    8450   11414
        6087      34.188     131.658     127.842      34.188     131.657       0.063    8394   11385
        6088      34.160     131.703     102.047      34.160     131.703       0.064    8427   11405
        6089      34.774     131.963     215.002      34.774     131.964       0.082    8614   10963
        6090      34.366     131.248      49.860      34.367     131.248       0.115    8099   11257
        6091      34.467     131.455       1.850      34.467     131.455       0.042    8248   11184
        6092      34.455     131.516      77.263      34.455     131.516       0.016    8292   11193
        6093      34.395     131.715      87.551      34.396     131.715       0.103    8435   11236
        6094      34.363     131.680     119.865      34.363     131.680       0.025    8410   11259
        6095      34.341     131.626     160.289      34.341     131.624       0.157    8371   11275
        6096      34.392     131.419     641.133      34.393     131.420       0.136    8222   11238
        6097      34.397     131.394      11.712      34.397     131.393       0.087    8204   11235
        6098      34.398     131.378      15.164      34.397     131.378       0.111    8193   11234
        6099      34.362     131.428      67.465      34.362     131.428       0.049    8229   11260
